# Recognized email domains for universities in the QS 2025 institution catalog.
# Format: domain,institution enum value. Subdomains are recognized automatically.
www-en.hnu.edu.cn,HUNAN_UNIVERSITY
univ-montp1.fr,UNIVERSITY_OF_MONTPELLIER
univ-montp2.fr,UNIVERSITY_OF_MONTPELLIER
umontpellier.fr,UNIVERSITY_OF_MONTPELLIER
uestc.edu.cn,UESTC
buaa.edu.cn,BEIHANG_UNIVERSITY
ntnu.edu.tw,NATIONAL_TAIWAN_NORMAL_UNIVERSITY
ku.edu,UNIVERSITY_OF_KANSAS
stir.ac.uk,UNIVERSITY_OF_STIRLING
mipt.ru,MIPT
phystech.edu,MIPT
umu.se,UMEA_UNIVERSITY
uoguelph.ca,UNIVERSITY_OF_GUELPH
unistra.fr,UNIVERSITY_OF_STRASBOURG
etu.unistra.fr,UNIVERSITY_OF_STRASBOURG
dpt-info.u-strasbg.fr,UNIVERSITY_OF_STRASBOURG
stonybrook.edu,STONY_BROOK_UNIVERSITY
usach.cl,UNIVERSIDAD_DE_SANTIAGO_DE_CHILE
uta.fi,TAMPERE_UNIVERSITY
us.es,UNIVERSITY_OF_SEVILLE
must.edu.mo,MACAU_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY
kobe-u.ac.jp,KOBE_UNIVERSITY
url.es,UNIVERSITAT_RAMON_LLULL
buffalo.edu,UNIVERSITY_AT_BUFFALO
uni-konstanz.de,UNIVERSITY_OF_KONSTANZ
wsu.edu,WASHINGTON_STATE_UNIVERSITY
iastate.edu,IOWA_STATE_UNIVERSITY
bgu.ac.il,BEN_GURION_UNIVERSITY_OF_THE_NEGEV
essex.ac.uk,UNIVERSITY_OF_ESSEX
sx.ac.uk,UNIVERSITY_OF_ESSEX
jku.at,JOHANNES_KEPLER_UNIVERSITY_LINZ
bangor.ac.uk,BANGOR_UNIVERSITY
hiroshima-u.ac.jp,HIROSHIMA_UNIVERSITY
uni-potsdam.de,UNIVERSITY_OF_POTSDAM
ajman.ac.ae,AJMAN_UNIVERSITY
bilkent.edu.tr,BILKENT_UNIVERSITY
iiti.ac.in,IIT_INDORE
rhul.ac.uk,ROYAL_HOLLOWAY_UNIVERSITY_OF_LONDON
univ-amu.fr,AIX_MARSEILLE_UNIVERSITY
uca.edu.ar,PONTIFICIA_UNIVERSIDAD_CATOLICA_ARGENTINA
utk.edu,UNIVERSITY_OF_TENNESSEE_KNOXVILLE
cau.edu.cn,CHINA_AGRICULTURAL_UNIVERSITY
aurak.ac.ae,AMERICAN_UNIVERSITY_OF_RAS_AL_KHAIMAH
nsysu.edu.tw,NATIONAL_SUN_YAT_SEN_UNIVERSITY
uni-mannheim.de,UNIVERSITY_OF_MANNHEIM
manoa.hawaii.edu,UNIVERSITY_OF_HAWAII_AT_MANOA
cqu.edu.cn,CHONGQING_UNIVERSITY
cau.ac.kr,CHUNG_ANG_UNIVERSITY
iut.ac.ir,ISFAHAN_UNIVERSITY_OF_TECHNOLOGY
shu.edu.cn,SHANGHAI_UNIVERSITY
unesp.br,UNESP
jyu.fi,UNIVERSITY_OF_JYVASKYLA
cqu.edu.au,CENTRAL_QUEENSLAND_UNIVERSITY
duytan.edu.vn,DUY_TAN_UNIVERSITY
jlu.edu.cn,JILIN_UNIVERSITY
mephi.ru,MEPHI
ucr.ac.cr,UNIVERSIDAD_DE_COSTA_RICA
ucr.edu,UC_RIVERSIDE
